lot_area,overall_qual,year_built,year_remod/add,1st_flr_sf,gr_liv_area,full_bath,totrms_abvgrd,fireplaces,wood_deck_sf,open_porch_sf,saleprice
9098.0,4.0,1920,2002,605.0,605.0,1.0,5.0,0.0,0.0,0.0,86000.0
16280.0,8.0,1976,2007,1671.0,1671.0,3.0,6.0,1.0,280.0,90.0,290000.0
9392.0,3.0,1900,1950,797.0,797.0,1.0,5.0,0.0,0.0,36.0,44000.0
12209.0,6.0,2001,2002,804.0,1961.0,2.0,7.0,1.0,125.0,192.0,215000.0
13110.0,5.0,1972,1972,1193.0,1193.0,2.0,6.0,0.0,140.0,153.0,146500.0
2651.0,7.0,2000,2000,673.0,1382.0,2.0,6.0,0.0,153.0,50.0,165000.0
8520.0,6.0,1916,1950,1664.0,2526.0,2.0,10.0,1.0,88.0,15.0,136000.0
2628.0,7.0,2003,2003,764.0,1626.0,2.0,6.0,0.0,0.0,27.0,175500.0
6406.0,5.0,1939,1950,868.0,1558.0,1.0,7.0,1.0,0.0,36.0,150000.0
12342.0,5.0,1960,1978,1422.0,1422.0,1.0,6.0,1.0,0.0,0.0,139900.0
6240.0,5.0,1930,1992,1128.0,1573.0,2.0,8.0,1.0,0.0,0.0,162900.0
10000.0,6.0,1962,1962,1116.0,1116.0,1.0,5.0,0.0,0.0,0.0,160000.0
9000.0,2.0,1947,1950,660.0,660.0,1.0,5.0,0.0,0.0,0.0,63900.0
11088.0,6.0,1978,1998,1707.0,1707.0,2.0,7.0,1.0,0.0,0.0,184000.0
17755.0,5.0,1959,1959,1466.0,1466.0,1.0,6.0,2.0,0.0,140.0,149900.0
4765.0,9.0,2000,2000,1638.0,1638.0,2.0,5.0,1.0,230.0,68.0,300000.0
10532.0,5.0,1960,1960,1721.0,1721.0,2.0,7.0,2.0,50.0,84.0,145000.0
15426.0,6.0,1997,1997,928.0,1764.0,2.0,7.0,0.0,276.0,99.0,231500.0
13907.0,5.0,1940,1969,996.0,996.0,1.0,6.0,1.0,144.0,0.0,108000.0
8750.0,5.0,1956,1956,1202.0,1202.0,1.0,6.0,0.0,0.0,35.0,120000.0
9945.0,5.0,1961,1961,988.0,988.0,1.0,5.0,0.0,0.0,0.0,128500.0
8960.0,5.0,1927,1950,1028.0,1028.0,1.0,5.0,1.0,0.0,0.0,115000.0
3500.0,5.0,1947,1950,720.0,1284.0,1.0,5.0,0.0,0.0,35.0,110000.0
9056.0,8.0,2004,2004,707.0,1414.0,2.0,6.0,1.0,100.0,35.0,178000.0
12320.0,7.0,1932,1990,959.0,1609.0,1.0,8.0,2.0,0.0,0.0,199500.0
8238.0,6.0,1997,1998,813.0,1525.0,2.0,6.0,1.0,421.0,72.0,183500.0
6000.0,5.0,1967,1967,1092.0,1656.0,1.0,7.0,1.0,0.0,180.0,126000.0
2529.0,7.0,1977,1977,1055.0,1055.0,2.0,4.0,0.0,0.0,38.0,148500.0
10800.0,5.0,1939,2006,676.0,1352.0,2.0,7.0,0.0,187.0,0.0,149000.0
2349.0,6.0,1977,1977,855.0,1456.0,2.0,6.0,1.0,0.0,28.0,137900.0
10846.0,8.0,1993,1993,1719.0,1719.0,1.0,6.0,2.0,122.0,30.0,324000.0
5604.0,5.0,1925,1950,864.0,864.0,1.0,5.0,0.0,0.0,0.0,98000.0
1680.0,6.0,1973,1973,483.0,987.0,1.0,5.0,0.0,52.0,0.0,103400.0
6342.0,5.0,1875,1996,780.0,1020.0,1.0,6.0,0.0,0.0,0.0,94000.0
4590.0,8.0,2006,2006,1554.0,1554.0,2.0,6.0,1.0,156.0,73.0,209500.0
12900.0,6.0,1912,2009,780.0,1560.0,1.0,7.0,0.0,344.0,0.0,159900.0
19138.0,4.0,1951,1951,864.0,864.0,1.0,4.0,0.0,0.0,0.0,141000.0
8658.0,6.0,2000,2000,1008.0,1889.0,2.0,9.0,1.0,0.0,0.0,215000.0
6897.0,5.0,1962,2010,1040.0,1040.0,1.0,6.0,0.0,0.0,104.0,127000.0
9525.0,5.0,1954,1998,1172.0,1172.0,1.0,5.0,0.0,240.0,0.0,128000.0
12853.0,8.0,2010,2010,1418.0,1418.0,1.0,6.0,1.0,160.0,192.0,267916.0
6240.0,6.0,1931,1950,959.0,1367.0,1.0,6.0,1.0,0.0,0.0,127500.0
7301.0,7.0,2003,2003,495.0,1922.0,3.0,7.0,1.0,0.0,0.0,198500.0
12090.0,6.0,1981,1981,1422.0,1422.0,2.0,7.0,1.0,276.0,0.0,175500.0
8826.0,7.0,2000,2000,985.0,1842.0,2.0,7.0,1.0,193.0,96.0,217500.0
8094.0,4.0,1915,1950,888.0,1962.0,1.0,9.0,1.0,160.0,0.0,149500.0
10710.0,5.0,1966,2004,1120.0,1120.0,1.0,5.0,1.0,0.0,162.0,148800.0
8400.0,6.0,1957,1957,1478.0,1478.0,1.0,6.0,2.0,114.0,0.0,156500.0
11250.0,7.0,1995,1996,950.0,1995.0,2.0,8.0,1.0,275.0,170.0,237000.0
12216.0,6.0,2005,2005,1326.0,1326.0,2.0,6.0,0.0,120.0,23.0,203000.0
3701.0,8.0,1987,1987,1204.0,1204.0,2.0,5.0,0.0,120.0,70.0,130000.0
9760.0,6.0,1964,1964,798.0,1611.0,1.0,7.0,0.0,328.0,128.0,167900.0
10011.0,5.0,1957,1996,1236.0,1236.0,1.0,6.0,1.0,0.0,0.0,134450.0
8883.0,7.0,1988,1988,946.0,1873.0,2.0,7.0,1.0,108.0,48.0,207000.0
3000.0,5.0,1922,1950,1088.0,2128.0,2.0,11.0,0.0,0.0,56.0,62500.0
2448.0,7.0,2003,2004,764.0,1626.0,2.0,6.0,0.0,0.0,27.0,154000.0
7100.0,5.0,1957,1957,816.0,816.0,1.0,5.0,0.0,0.0,0.0,129900.0
2592.0,5.0,1976,1976,536.0,1112.0,1.0,4.0,0.0,182.0,0.0,85000.0
5700.0,7.0,1926,1950,572.0,1111.0,1.0,5.0,1.0,0.0,0.0,116900.0
2289.0,6.0,1978,1978,855.0,1441.0,2.0,7.0,1.0,28.0,0.0,148500.0
12180.0,4.0,1941,1950,672.0,924.0,1.0,5.0,0.0,0.0,0.0,80000.0
7400.0,5.0,1984,1984,1126.0,1126.0,1.0,5.0,0.0,178.0,0.0,152000.0
8842.0,5.0,1954,1954,992.0,992.0,1.0,6.0,0.0,60.0,0.0,155891.0
8850.0,6.0,1920,1950,752.0,1376.0,1.0,7.0,0.0,0.0,54.0,165000.0
9215.0,7.0,2009,2010,1218.0,1218.0,2.0,4.0,0.0,0.0,136.0,204500.0
9480.0,5.0,1942,1995,888.0,1644.0,1.0,7.0,2.0,168.0,0.0,146500.0
11880.0,7.0,1978,1978,1601.0,1601.0,2.0,7.0,1.0,0.0,0.0,157000.0
7861.0,6.0,2002,2003,807.0,1509.0,2.0,7.0,1.0,100.0,75.0,183200.0
11616.0,5.0,1962,1962,1092.0,1092.0,1.0,6.0,1.0,0.0,20.0,139000.0
10542.0,7.0,1993,1994,1325.0,2418.0,2.0,9.0,1.0,250.0,154.0,341000.0
1680.0,6.0,1971,1971,483.0,987.0,1.0,5.0,0.0,275.0,0.0,96000.0
8546.0,4.0,2003,2004,1121.0,1121.0,2.0,5.0,0.0,132.0,64.0,140000.0
7407.0,6.0,1957,1996,1236.0,1236.0,1.0,6.0,0.0,0.0,158.0,149700.0
10140.0,5.0,1975,1975,1074.0,1074.0,1.0,6.0,0.0,0.0,88.0,153500.0
8158.0,7.0,2003,2003,884.0,1768.0,2.0,8.0,0.0,0.0,63.0,224900.0
7500.0,7.0,2005,2005,1266.0,1266.0,2.0,6.0,1.0,38.0,144.0,176000.0
10678.0,8.0,1992,2000,2129.0,2872.0,2.0,9.0,1.0,0.0,33.0,285000.0
15256.0,8.0,2007,2007,1464.0,1464.0,2.0,6.0,0.0,168.0,160.0,282922.0
14200.0,7.0,1966,1966,1216.0,2157.0,2.0,8.0,2.0,105.0,66.0,226000.0
12438.0,8.0,2006,2006,1264.0,2576.0,2.0,10.0,1.0,324.0,100.0,361919.0
9819.0,6.0,1977,1977,1567.0,1567.0,2.0,5.0,2.0,264.0,32.0,196000.0
10400.0,7.0,1976,1976,1370.0,1370.0,2.0,6.0,1.0,0.0,0.0,152000.0
11643.0,5.0,1969,1969,1338.0,2634.0,2.0,12.0,0.0,0.0,0.0,200000.0
11645.0,8.0,2005,2006,1590.0,1590.0,2.0,6.0,0.0,176.0,80.0,294900.0
7328.0,7.0,2008,2009,1450.0,1450.0,2.0,6.0,0.0,0.0,93.0,224243.0
7822.0,6.0,1915,1950,846.0,1338.0,2.0,7.0,0.0,0.0,0.0,92000.0
9018.0,7.0,2007,2007,728.0,1456.0,2.0,8.0,1.0,100.0,24.0,179540.0
13472.0,10.0,2003,2003,2392.0,2392.0,2.0,8.0,1.0,248.0,105.0,386250.0
1533.0,4.0,1970,1970,530.0,992.0,1.0,4.0,0.0,112.0,97.0,106500.0
11003.0,10.0,2008,2008,1026.0,2007.0,2.0,10.0,1.0,168.0,52.0,310000.0
10790.0,7.0,1998,1998,1108.0,2385.0,2.0,8.0,1.0,120.0,38.0,252000.0
7128.0,7.0,1941,1950,918.0,1646.0,2.0,7.0,2.0,0.0,0.0,164000.0
7713.0,7.0,2007,2007,728.0,1456.0,2.0,7.0,0.0,100.0,24.0,177594.0
6240.0,5.0,1936,1980,548.0,1040.0,1.0,5.0,0.0,306.0,0.0,123900.0
15300.0,5.0,1965,1977,1264.0,1264.0,1.0,7.0,1.0,0.0,0.0,169000.0
3196.0,7.0,2003,2004,1557.0,1557.0,2.0,7.0,1.0,143.0,20.0,234000.0
9360.0,6.0,1977,1977,1287.0,1287.0,1.0,5.0,2.0,302.0,39.0,173000.0
11241.0,6.0,1970,1970,1004.0,1004.0,1.0,5.0,1.0,0.0,0.0,149000.0
9260.0,7.0,2007,2007,1162.0,1162.0,2.0,6.0,0.0,0.0,32.0,170000.0
7993.0,7.0,2008,2009,1436.0,1436.0,2.0,6.0,0.0,0.0,121.0,225000.0
9239.0,5.0,1963,2003,960.0,960.0,1.0,6.0,0.0,168.0,0.0,144900.0
10044.0,5.0,1968,1968,1196.0,1196.0,1.0,6.0,0.0,257.0,0.0,144000.0
3182.0,8.0,2004,2005,1269.0,1269.0,2.0,6.0,1.0,146.0,20.0,192000.0
7626.0,5.0,1952,2005,1031.0,1031.0,1.0,5.0,0.0,0.0,0.0,145500.0
7008.0,4.0,1900,1998,448.0,720.0,1.0,5.0,0.0,0.0,0.0,86900.0
12160.0,6.0,1953,1953,1505.0,1505.0,1.0,6.0,1.0,0.0,0.0,149500.0
6305.0,5.0,1938,1950,954.0,954.0,1.0,5.0,1.0,0.0,0.0,119750.0
8846.0,6.0,2005,2006,750.0,1500.0,2.0,6.0,0.0,0.0,35.0,173900.0
13108.0,8.0,1994,1994,2079.0,2687.0,2.0,9.0,0.0,168.0,12.0,270000.0
13500.0,6.0,1960,1975,1252.0,1252.0,1.0,4.0,1.0,409.0,0.0,235000.0
7750.0,7.0,1999,2000,774.0,1430.0,2.0,7.0,1.0,0.0,0.0,156000.0
12450.0,5.0,2003,2004,1114.0,1114.0,2.0,6.0,0.0,0.0,42.0,153000.0
11198.0,9.0,2005,2007,1134.0,2504.0,2.0,11.0,1.0,144.0,39.0,325000.0
6221.0,5.0,1941,1950,760.0,1355.0,2.0,5.0,0.0,0.0,0.0,140000.0
13200.0,6.0,1963,1963,1497.0,2294.0,3.0,9.0,1.0,0.0,110.0,202500.0
8769.0,9.0,2008,2008,1702.0,1702.0,1.0,7.0,1.0,0.0,72.0,367294.0
10200.0,6.0,1988,1989,1509.0,1509.0,2.0,5.0,1.0,224.0,0.0,175000.0
9550.0,7.0,1915,1970,961.0,1717.0,1.0,7.0,1.0,0.0,35.0,140000.0
10331.0,7.0,1985,1985,1240.0,1240.0,2.0,6.0,0.0,232.0,0.0,174000.0
9587.0,7.0,2005,2005,1166.0,1166.0,2.0,5.0,0.0,212.0,0.0,190000.0
9900.0,5.0,1910,2002,764.0,1464.0,2.0,7.0,0.0,0.0,0.0,129000.0
13000.0,6.0,1968,1968,1182.0,2142.0,2.0,8.0,1.0,0.0,72.0,193500.0
8250.0,6.0,1964,1964,1092.0,1092.0,1.0,6.0,0.0,0.0,0.0,145000.0
8170.0,7.0,1929,1950,1122.0,1671.0,2.0,7.0,1.0,0.0,0.0,218000.0
12048.0,5.0,1952,2002,1488.0,1488.0,1.0,7.0,1.0,0.0,189.0,135000.0
10858.0,5.0,1952,1952,1624.0,1624.0,1.0,6.0,1.0,0.0,40.0,146500.0
7577.0,6.0,2005,2006,1362.0,1362.0,2.0,6.0,1.0,192.0,28.0,194700.0
7500.0,7.0,2007,2008,1218.0,1218.0,2.0,6.0,0.0,168.0,168.0,230348.0
6120.0,6.0,1923,1950,1068.0,1068.0,1.0,5.0,1.0,0.0,0.0,109500.0
5306.0,7.0,1987,1987,1064.0,1767.0,2.0,5.0,1.0,441.0,35.0,239000.0
8092.0,6.0,1954,2000,1050.0,1050.0,1.0,6.0,0.0,0.0,0.0,156000.0
8593.0,4.0,1957,1957,907.0,907.0,1.0,5.0,0.0,0.0,0.0,109008.0
11067.0,2.0,1939,1950,640.0,845.0,1.0,4.0,0.0,48.0,0.0,68104.0
11929.0,8.0,1995,1995,1251.0,2501.0,2.0,9.0,1.0,192.0,87.0,290000.0
9900.0,5.0,1966,1966,1209.0,1209.0,1.0,6.0,0.0,0.0,0.0,159000.0
4882.0,4.0,1937,1950,453.0,906.0,1.0,5.0,0.0,0.0,0.0,87000.0
11423.0,8.0,2001,2002,1601.0,1601.0,2.0,6.0,1.0,180.0,0.0,272000.0
8772.0,7.0,2005,2006,1336.0,1336.0,2.0,6.0,0.0,136.0,43.0,198000.0
7628.0,4.0,1940,1985,1095.0,1656.0,2.0,8.0,0.0,187.0,0.0,119164.0
8335.0,5.0,1954,1954,1124.0,1124.0,1.0,5.0,1.0,0.0,36.0,93000.0
8220.0,7.0,2000,2001,1008.0,1892.0,2.0,8.0,1.0,108.0,0.0,226750.0
10615.0,3.0,1900,1970,1014.0,1699.0,2.0,7.0,0.0,0.0,74.0,95000.0
6000.0,6.0,1948,1950,780.0,1416.0,1.0,6.0,0.0,221.0,0.0,139900.0
5350.0,3.0,1940,1966,1306.0,1306.0,1.0,6.0,0.0,263.0,0.0,76500.0
5400.0,4.0,1940,2005,672.0,672.0,1.0,4.0,0.0,88.0,108.0,86900.0
17979.0,5.0,1968,1968,1160.0,1160.0,1.0,6.0,0.0,81.0,0.0,152500.0
9520.0,4.0,1953,1953,930.0,930.0,1.0,5.0,0.0,134.0,0.0,99000.0
5330.0,4.0,1940,1950,708.0,708.0,1.0,5.0,0.0,164.0,0.0,82500.0
8012.0,6.0,1992,1992,1575.0,1575.0,2.0,5.0,0.0,0.0,0.0,179200.0
9000.0,5.0,1966,1966,1059.0,1059.0,1.0,6.0,0.0,0.0,88.0,142500.0
14299.0,4.0,1964,1964,1005.0,1005.0,1.0,5.0,0.0,0.0,0.0,115400.0
3180.0,7.0,2005,2005,520.0,1200.0,2.0,4.0,0.0,0.0,166.0,144152.0
16451.0,8.0,2003,2003,1804.0,2690.0,2.0,9.0,1.0,268.0,58.0,370000.0
12887.0,5.0,1984,1984,833.0,833.0,1.0,5.0,0.0,431.0,0.0,149900.0
15578.0,6.0,2006,2006,728.0,1456.0,2.0,8.0,0.0,0.0,0.0,172785.0
7200.0,5.0,1950,2002,864.0,864.0,1.0,5.0,0.0,194.0,0.0,129000.0
17043.0,6.0,1979,1998,1586.0,1586.0,2.0,7.0,1.0,192.0,0.0,181000.0
10000.0,5.0,1956,1956,1370.0,1370.0,1.0,6.0,1.0,191.0,0.0,148000.0
8050.0,6.0,2002,2002,914.0,914.0,1.0,4.0,0.0,32.0,0.0,117250.0
3182.0,7.0,2005,2006,1555.0,1555.0,2.0,7.0,1.0,143.0,20.0,192500.0
1950.0,6.0,1980,1980,716.0,1556.0,2.0,6.0,1.0,161.0,0.0,151000.0
7700.0,5.0,1972,1972,882.0,882.0,1.0,5.0,0.0,96.0,0.0,112500.0
8731.0,5.0,1920,1950,1167.0,1167.0,1.0,6.0,1.0,0.0,0.0,144000.0
8232.0,9.0,2007,2008,1800.0,1800.0,2.0,6.0,1.0,210.0,0.0,370967.0
2280.0,6.0,1975,1975,855.0,1456.0,2.0,6.0,1.0,173.0,0.0,149900.0
8935.0,7.0,2002,2002,831.0,1660.0,2.0,7.0,0.0,144.0,68.0,195000.0
9125.0,7.0,1992,1992,812.0,1482.0,2.0,7.0,1.0,100.0,25.0,163900.0
11075.0,6.0,1984,1984,1522.0,1522.0,2.0,7.0,1.0,0.0,77.0,182000.0
11070.0,5.0,1991,1991,1595.0,1595.0,2.0,5.0,0.0,0.0,0.0,152000.0
7800.0,7.0,2005,2005,891.0,1686.0,2.0,8.0,0.0,144.0,101.0,184000.0
7060.0,7.0,1997,1998,1344.0,1344.0,2.0,8.0,0.0,0.0,0.0,206300.0
11836.0,5.0,1970,1970,1652.0,1652.0,2.0,8.0,0.0,0.0,0.0,146500.0
8382.0,4.0,1956,1956,832.0,1337.0,1.0,5.0,0.0,0.0,0.0,108000.0
10192.0,7.0,1968,1992,1222.0,1920.0,3.0,8.0,1.0,0.0,98.0,170000.0
4426.0,6.0,2004,2004,848.0,848.0,1.0,3.0,0.0,140.0,0.0,145000.0
2280.0,7.0,1975,1975,1055.0,1055.0,2.0,4.0,1.0,0.0,27.0,123000.0
2887.0,6.0,1996,1997,1291.0,1291.0,1.0,6.0,1.0,307.0,0.0,173000.0
8520.0,6.0,1928,2003,720.0,720.0,1.0,5.0,0.0,106.0,0.0,105900.0
1596.0,4.0,1973,1973,526.0,988.0,1.0,5.0,0.0,120.0,101.0,91000.0
15600.0,5.0,1949,2005,986.0,1523.0,2.0,7.0,1.0,0.0,0.0,158000.0
9313.0,7.0,2004,2004,864.0,1728.0,2.0,7.0,0.0,187.0,56.0,190000.0
11064.0,8.0,1995,1995,1239.0,1239.0,1.0,4.0,1.0,172.0,24.0,217500.0
9000.0,5.0,1958,1958,1151.0,1955.0,2.0,7.0,0.0,0.0,0.0,165500.0
12000.0,7.0,1941,1950,860.0,1564.0,1.0,7.0,1.0,0.0,0.0,174500.0
7692.0,4.0,1954,1954,1204.0,1204.0,1.0,6.0,0.0,0.0,0.0,100000.0
14267.0,6.0,1958,1958,1329.0,1329.0,1.0,6.0,0.0,393.0,36.0,172000.0
9675.0,5.0,1975,1975,879.0,879.0,1.0,5.0,0.0,0.0,80.0,120000.0
8400.0,4.0,1950,1950,841.0,841.0,1.0,4.0,0.0,250.0,0.0,82000.0
7500.0,6.0,1947,1950,900.0,1312.0,1.0,6.0,0.0,0.0,28.0,127000.0
9600.0,6.0,1917,1950,1134.0,2058.0,1.0,8.0,1.0,0.0,0.0,129500.0
